Symbol,Quantity,Opening Date,Opening Price $,Opening Net Amount $,Type,Closing Date,Closing Price $,Closing Net Amount $,Realized Gain $,Term,
ATVI Jul 31 '20 $85 Call,3,07/27/2020,0.29,88.55,S,07/28/2020,0.20,58.44,-30.11,Short,
ATVI Jul 31 '20 $85 Call,20,07/27/2020,0.53,1070.33,S,07/28/2020,0.22,429.62,-640.71,Short,
ATVI Jul 31 '20 $85 Call,4,07/27/2020,0.44,178.07,S,07/28/2020,0.22,85.92,-92.14,Short,
ATVI Jul 31 '20 $85 Call,3,07/27/2020,0.44,133.55,S,07/28/2020,0.22,64.44,-69.11,Short,
ATVI Jul 31 '20 $85 Call,3,07/27/2020,0.44,133.55,S,07/28/2020,0.22,64.44,-69.11,Short,
ATVI Aug 07 '20 $85 Call,1,07/30/2020,1.56,156.52,S,07/31/2020,2.26,225.48,68.96,Short,
ATVI Aug 07 '20 $85 Call,1,07/30/2020,1.56,156.52,S,07/31/2020,2.26,225.48,68.96,Short,
ATVI Aug 07 '20 $85 Call,18,07/30/2020,1.56,2817.30,S,07/31/2020,2.25,4040.58,1223.28,Short,
ATVI Aug 14 '20 $90 Call,1,08/03/2020,1.52,152.52,S,08/04/2020,2.90,289.48,136.96,Short,
ATVI Aug 14 '20 $90 Call,1,08/03/2020,1.52,152.52,S,08/04/2020,2.90,289.48,136.96,Short,
ATVI Aug 14 '20 $90 Call,1,08/03/2020,1.52,152.52,S,08/04/2020,3.00,299.48,146.96,Short,
ATVI Aug 14 '20 $90 Call,4,08/03/2020,1.52,610.07,S,08/04/2020,3.00,1197.91,587.84,Short,
ATVI Aug 14 '20 $90 Call,2,08/03/2020,1.52,305.03,S,08/04/2020,3.00,598.95,293.92,Short,
ATVI Aug 14 '20 $90 Call,1,08/03/2020,1.52,152.52,S,08/04/2020,2.89,288.48,135.96,Short,
ATVI Aug 14 '20 $90 Call,1,08/03/2020,1.52,152.52,S,08/06/2020,0.73,72.48,-80.03,Short,
ATVI Aug 14 '20 $90 Call,9,08/03/2020,1.52,1372.65,S,08/06/2020,0.73,652.34,-720.31,Short,
ATVI Aug 14 '20 $90 Call,14,08/05/2020,0.81,1141.19,S,08/06/2020,0.73,1014.75,-126.44,Short,
ATVI Aug 14 '20 $90 Call,1,08/05/2020,0.80,80.51,S,08/06/2020,0.73,72.48,-8.03,Short,
ATVI Aug 14 '20 $90 Call,4,08/05/2020,0.57,230.06,S,08/06/2020,0.71,281.93,51.87,Short,
ATVI Aug 14 '20 $90 Call,10,08/05/2020,0.40,405.14,S,08/06/2020,0.71,704.83,299.69,Short,
ATVI Aug 14 '20 $90 Call,3,08/05/2020,0.81,244.54,S,08/06/2020,0.72,214.45,-30.09,Short,
ATVI Aug 14 '20 $90 Call,1,08/05/2020,0.57,57.51,S,08/06/2020,0.72,71.48,13.97,Short,
ATVI Aug 14 '20 $90 Call,2,08/05/2020,0.57,115.03,S,08/06/2020,0.72,142.97,27.94,Short,
ATVI Aug 14 '20 $90 Call,2,08/05/2020,0.81,163.03,S,08/06/2020,0.72,142.97,-20.06,Short,
ATVI Aug 14 '20 $90 Call,3,08/05/2020,0.57,172.54,S,08/06/2020,0.72,214.45,41.91,Short,
ATVI Aug 21 '20 $85 Call,7,08/17/2020,0.17,122.60,S,08/18/2020,0.30,206.38,83.79,Short,
ATVI Aug 21 '20 $85 Call,2,08/17/2020,0.17,35.03,S,08/18/2020,0.30,58.97,23.94,Short,
ATVI Aug 21 '20 $85 Call,3,08/17/2020,0.22,67.54,S,08/18/2020,0.31,91.45,23.91,Short,
ATVI Aug 21 '20 $85 Call,42,08/17/2020,0.22,945.58,S,08/18/2020,0.31,1280.30,334.72,Short,
ATVI Aug 21 '20 $85 Call,11,08/17/2020,0.17,192.65,S,08/18/2020,0.31,335.32,142.66,Short,
ATVI Aug 21 '20 $85 Call,4,08/17/2020,0.22,90.06,S,08/18/2020,0.31,121.93,31.88,Short,
ATVI Aug 21 '20 $85 Call,1,08/17/2020,0.22,22.51,S,08/18/2020,0.31,30.48,7.97,Short,
AYX Mar 20 '20 $160 Call,5,03/03/2020,3.50,-1747.37,BC,03/03/2020,2.73,-1367.58,379.79,Short,
AYX Mar 20 '20 $160 Call,5,03/03/2020,3.50,-1747.37,BC,03/03/2020,2.75,-1377.58,369.79,Short,
AYX Mar 20 '20 $160 Call,10,03/04/2020,2.22,-2214.77,BC,03/06/2020,2.56,-2565.16,-350.40,Short,
AYX May 15 '20 $150 Call,10,04/20/2020,2.75,2755.16,S,04/20/2020,3.60,3594.74,839.57,Short,
AYX,200,02/20/2020,148.42,29684.00,S,03/11/2020,106.21,21240.99,-8443.01,Short,
AYX,800,02/20/2020,148.43,118744.00,S,03/11/2020,106.21,84963.94,-33780.06,Short,
BA Jun 12 '20 $210 Call,1,06/10/2020,5.75,575.52,S,06/10/2020,6.18,617.47,41.95,Short,
BA Jun 12 '20 $210 Call,1,06/10/2020,5.80,580.52,S,06/10/2020,6.18,617.47,36.95,Short,
BA Jun 12 '20 $210 Call,1,06/10/2020,5.80,580.52,S,06/10/2020,6.18,617.47,36.95,Short,
BA Jun 12 '20 $210 Call,7,06/10/2020,5.85,4098.61,S,06/10/2020,6.18,4322.28,223.66,Short,
BA Jun 12 '20 $210 Call,10,06/10/2020,6.57,6575.16,S,06/10/2020,6.09,6084.68,-490.48,Short,
BA Jun 12 '20 $210 Call,1,06/10/2020,6.68,668.52,S,06/10/2020,7.15,714.47,45.95,Short,
BA Jun 12 '20 $210 Call,8,06/10/2020,6.68,5348.13,S,06/10/2020,7.15,5715.73,367.60,Short,
BA Jun 12 '20 $210 Call,1,06/10/2020,6.68,668.52,S,06/10/2020,7.15,714.47,45.95,Short,
BA Jul 10 '20 $190 Call,5,07/06/2020,4.48,2242.58,S,07/06/2020,5.20,2597.35,354.77,Short,
BA Jul 10 '20 $195 Call,5,07/06/2020,3.49,1747.58,OX,07/11/2020,0.00,0.00,-1747.58,Short,
BA Jul 17 '20 $190 Call,10,07/13/2020,2.65,2655.16,S,07/13/2020,2.10,2094.77,-560.39,Short,
BA Jul 17 '20 $190 Call,10,07/13/2020,2.50,2505.16,S,07/13/2020,2.91,2904.75,399.59,Short,
BA Jul 17 '20 $190 Call,10,07/17/2020,0.34,345.16,OX,07/18/2020,0.00,0.00,-345.16,Short,
BA Jul 17 '20 $192.50 Call,10,07/14/2020,1.73,1735.16,S,07/15/2020,1.85,1844.78,109.61,Short,
BA Jul 17 '20 $192.50 Call,5,07/15/2020,2.17,1087.58,S,07/15/2020,2.40,1197.38,109.80,Short,
BA Jul 17 '20 $192.50 Call,5,07/15/2020,2.16,1082.58,S,07/15/2020,3.58,1787.37,704.79,Short,
BA Jul 17 '20 $192.50 Call,10,07/15/2020,3.00,3005.16,OX,07/18/2020,0.00,0.00,-3005.16,Short,
BA Jul 31 '20 $200 Call,1,07/21/2020,2.72,272.52,S,07/21/2020,2.63,262.48,-10.04,Short,
BA Jul 31 '20 $200 Call,9,07/21/2020,2.72,2452.65,S,07/21/2020,2.63,2362.28,-90.37,Short,
BA Jul 31 '20 $200 Call,10,07/21/2020,2.83,2835.16,S,07/23/2020,1.56,1554.78,-1280.38,Short,
BA Jul 31 '20 $200 Call,10,07/24/2020,2.12,2125.16,OX,08/01/2020,0.00,0.00,-2125.16,Short,
BA Jul 31 '20 $200 Call,10,07/27/2020,0.87,875.16,OX,08/01/2020,0.00,0.00,-875.16,Short,
BA Aug 07 '20 $180 Call,9,07/29/2020,2.00,1804.65,S,07/30/2020,1.21,1084.31,-720.34,Short,
BA Aug 07 '20 $180 Call,1,07/29/2020,2.00,200.52,S,07/30/2020,1.21,120.48,-80.04,Short,
BA Aug 14 '20 $190 Call,10,08/04/2020,0.98,985.14,S,08/04/2020,0.80,794.82,-190.32,Short,
BA Aug 14 '20 $190 Call,2,07/31/2020,0.74,149.03,S,08/04/2020,0.89,176.96,27.93,Short,
BA Aug 14 '20 $190 Call,8,07/31/2020,0.74,596.13,S,08/04/2020,0.89,707.86,111.73,Short,
BA Aug 14 '20 $190 Call,6,07/31/2020,0.74,447.10,S,08/04/2020,0.97,578.89,131.79,Short,
BA Aug 14 '20 $190 Call,4,07/31/2020,0.74,298.07,S,08/04/2020,0.97,385.93,87.86,Short,
BA Aug 14 '20 $190 Call,7,08/10/2020,1.43,1004.60,S,08/10/2020,1.44,1004.37,-0.23,Short,
BA Aug 14 '20 $190 Call,2,08/10/2020,1.48,297.03,S,08/10/2020,1.44,286.96,-10.07,Short,
BA Aug 14 '20 $190 Call,3,08/10/2020,1.43,430.54,S,08/10/2020,1.44,430.44,-0.10,Short,
BA Aug 14 '20 $190 Call,2,08/10/2020,1.43,287.03,S,08/10/2020,1.44,286.96,-0.07,Short,
BA Aug 14 '20 $190 Call,3,08/10/2020,1.48,445.54,S,08/10/2020,1.44,430.44,-15.10,Short,
BA Aug 14 '20 $190 Call,3,08/10/2020,1.48,445.54,S,08/10/2020,1.44,430.44,-15.10,Short,
BA Aug 14 '20 $200 Call,20,08/11/2020,1.28,2570.28,S,08/11/2020,1.21,2409.63,-160.65,Short,
BA Aug 21 '20 $200 Call,10,08/05/2020,1.37,1375.14,S,08/05/2020,2.60,2594.78,1219.64,Short,
BA Aug 21 '20 $200 Call,10,08/05/2020,1.37,1375.14,S,08/05/2020,2.32,2314.79,939.65,Short,
BA Oct 02 '20 $155 Put,5,09/28/2020,1.46,732.57,OX,10/03/2020,0.00,0.00,-732.57,Short,
BA Oct 02 '20 $155 Put,3,09/28/2020,1.10,331.54,OX,10/03/2020,0.00,0.00,-331.54,Short,
BA Oct 23 '20 $180 Call,100,10/21/2020,0.18,1851.39,OX,10/25/2020,0.00,0.00,-1851.39,Short,
BA Oct 23 '20 $190 Call,90,10/19/2020,0.33,3016.25,OX,10/25/2020,0.00,0.00,-3016.25,Short,
BA Oct 23 '20 $190 Call,90,10/19/2020,0.21,1936.25,OX,10/25/2020,0.00,0.00,-1936.25,Short,
BA Oct 23 '20 $190 Call,70,10/19/2020,0.16,1155.97,OX,10/25/2020,0.00,0.00,-1155.97,Short,
BA Oct 23 '20 $190 Call,50,10/19/2020,0.18,925.70,OX,10/25/2020,0.00,0.00,-925.70,Short,
BA,400,10/16/2020,171.93,68771.96,S,10/30/2020,143.09,57234.68,-11537.28,Short,
BAND,400,12/26/2019,63.99,25596.00,S,02/19/2020,76.76,30703.27,5107.27,Short,
BAND,200,12/26/2019,63.99,12798.00,S,02/19/2020,76.75,15349.65,2551.65,Short,
BAND,400,12/26/2019,63.99,25596.00,S,02/19/2020,76.82,30727.27,5131.27,Short,
BOX Jun 19 '20 $20 Call,50,05/13/2020,0.40,2025.82,S,05/26/2020,1.30,6473.94,4448.12,Short,
BOX Jun 19 '20 $20 Call,26,05/14/2020,0.40,1053.43,S,05/26/2020,1.30,3366.45,2313.02,Short,
BOX Jun 19 '20 $20 Call,24,05/14/2020,0.39,948.39,S,05/26/2020,1.30,3107.49,2159.10,Short,
BOX Jun 19 '20 $20 Call,10,05/26/2020,1.30,1305.16,S,05/27/2020,1.35,1344.79,39.62,Short,
BOX Jun 19 '20 $20 Call,10,05/26/2020,1.30,1305.16,S,05/27/2020,1.35,1344.79,39.62,Short,
BOX Jun 19 '20 $20 Call,10,05/26/2020,1.30,1305.16,S,05/27/2020,1.35,1344.79,39.62,Short,
BOX Jun 19 '20 $20 Call,10,05/26/2020,1.30,1305.16,S,05/27/2020,1.35,1344.79,39.62,Short,
BOX Jun 19 '20 $20 Call,10,05/26/2020,1.30,1305.16,S,05/27/2020,1.35,1344.79,39.62,Short,
BOX Jun 19 '20 $20 Call,22,05/26/2020,1.28,2827.36,S,05/28/2020,1.35,2958.53,131.17,Short,
BOX Jun 19 '20 $20 Call,28,05/26/2020,1.30,3654.46,S,05/28/2020,1.35,3765.40,110.94,Short,
BOX Jul 17 '20 $20 Call,20,06/01/2020,1.25,2510.33,S,06/03/2020,1.12,2229.58,-280.75,Short,
BOX Jul 17 '20 $22 Call,1,06/22/2020,0.94,94.52,S,06/22/2020,1.25,124.48,29.96,Short,
BOX Jul 17 '20 $22 Call,2,06/22/2020,0.94,189.03,S,06/22/2020,1.25,248.96,59.92,Short,
BOX Jul 17 '20 $22 Call,2,06/22/2020,0.94,189.03,S,06/22/2020,1.25,248.96,59.92,Short,
BOX Jul 17 '20 $22 Call,1,06/22/2020,0.94,94.52,S,06/22/2020,1.25,124.48,29.96,Short,
BOX Jul 17 '20 $22 Call,14,06/22/2020,0.94,1323.23,S,06/22/2020,1.20,1672.71,349.48,Short,
BOX Jul 17 '20 $22 Call,50,06/24/2020,0.55,2775.82,S,06/25/2020,0.65,3224.01,448.19,Short,
BOX Aug 21 '20 $20 Call,20,07/20/2020,1.09,2190.33,OX,08/22/2020,0.00,0.00,-2190.33,Short,
BOX Aug 21 '20 $20 Call,100,07/31/2020,0.20,2051.64,OX,08/22/2020,0.00,0.00,-2051.64,Short,
BOX Sep 18 '20 $22 Call,25,08/06/2020,0.33,837.85,S,08/27/2020,0.42,1037.08,199.23,Short,
BOX Sep 18 '20 $22 Call,25,08/24/2020,0.25,637.85,S,08/27/2020,0.42,1037.08,399.23,Short,
BOX Sep 18 '20 $22 Call,22,08/05/2020,0.42,935.31,S,08/27/2020,0.75,1638.61,703.31,Short,
BOX Sep 18 '20 $22 Call,28,08/05/2020,0.43,1218.39,S,08/27/2020,0.75,2085.51,867.12,Short,
BYND May 01 '20 $100 Call,1,04/23/2020,3.30,330.52,S,04/23/2020,3.70,369.47,38.96,Short,
BYND May 01 '20 $100 Call,9,04/23/2020,3.30,2974.65,S,04/23/2020,3.65,3280.26,305.61,Short,
BYND May 01 '20 $110 Call,7,04/23/2020,1.85,1298.61,S,04/23/2020,1.43,997.35,-301.27,Short,
BYND May 01 '20 $110 Call,1,04/23/2020,1.80,180.52,S,04/23/2020,1.43,142.48,-38.04,Short,
BYND May 01 '20 $110 Call,2,04/23/2020,1.80,361.03,S,04/23/2020,1.43,284.96,-76.08,Short,
BYND May 01 '20 $110 Call,1,04/23/2020,2.20,220.52,S,04/23/2020,3.35,334.47,113.96,Short,
BYND May 01 '20 $110 Call,8,04/23/2020,2.20,1764.13,S,04/23/2020,3.36,2683.79,919.66,Short,
BYND May 01 '20 $110 Call,1,04/23/2020,2.20,220.52,S,04/23/2020,3.40,339.47,118.96,Short,
BYND May 08 '20 $120 Call,10,05/06/2020,6.90,6905.16,S,05/06/2020,8.20,8194.63,1289.47,Short,
BYND Jul 17 '20 $145 Call,5,07/15/2020,1.45,727.58,S,07/15/2020,1.70,847.39,119.81,Short,
BYND Jul 17 '20 $145 Call,5,07/15/2020,1.45,727.58,OX,07/18/2020,0.00,0.00,-727.58,Short,
BYND Jul 31 '20 $140 Call,2,07/21/2020,4.15,831.03,S,07/21/2020,5.35,1068.94,237.91,Short,
BYND Jul 31 '20 $140 Call,1,07/21/2020,4.15,415.52,S,07/21/2020,5.35,534.47,118.95,Short,
BYND Jul 31 '20 $140 Call,1,07/21/2020,4.15,415.52,S,07/21/2020,5.45,544.47,128.95,Short,
BYND Jul 31 '20 $140 Call,1,07/21/2020,4.15,415.52,S,07/21/2020,5.45,544.47,128.95,Short,
BYND Jul 31 '20 $145 Call,5,07/21/2020,4.85,2427.58,OX,08/01/2020,0.00,0.00,-2427.58,Short,
BYND Jul 31 '20 $145 Call,15,07/27/2020,0.78,1177.75,OX,08/01/2020,0.00,0.00,-1177.75,Short,
BYND Jul 31 '20 $145 Call,10,07/27/2020,0.34,345.16,OX,08/01/2020,0.00,0.00,-345.16,Short,
BYND Jul 31 '20 $145 Call,20,07/29/2020,0.19,390.33,OX,08/01/2020,0.00,0.00,-390.33,Short,
BYND Aug 07 '20 $185 Call,4,08/04/2020,0.90,362.06,OX,08/08/2020,0.00,0.00,-362.06,Short,
BYND Aug 07 '20 $185 Call,6,08/04/2020,0.89,537.08,OX,08/08/2020,0.00,0.00,-537.08,Short,
BYND Aug 14 '20 $160 Call,1,07/31/2020,1.71,171.52,S,08/04/2020,4.40,439.47,267.96,Short,
BYND Aug 14 '20 $160 Call,9,07/31/2020,1.71,1543.65,S,08/04/2020,4.30,3865.27,2321.62,Short,
BYND Aug 14 '20 $180 Call,10,07/31/2020,0.62,625.16,S,08/04/2020,1.77,1764.80,1139.64,Short,
BYND Aug 14 '20 $180 Call,10,07/31/2020,0.62,625.16,OX,08/15/2020,0.00,0.00,-625.16,Short,
BYND,1000,05/06/2020,118.00,118000.00,S,05/06/2020,124.50,124497.11,6497.11,Short,
CCL Jul 17 '20 $18 Call,49,07/15/2020,0.14,711.30,S,07/15/2020,0.32,1542.56,831.26,Short,
CCL Jul 17 '20 $18 Call,1,07/15/2020,0.13,13.52,S,07/15/2020,0.32,31.48,17.96,Short,
CCL Jul 17 '20 $18 Call,20,07/15/2020,0.14,290.33,S,07/15/2020,0.51,1009.61,719.28,Short,
CCL Jul 17 '20 $18 Call,5,07/15/2020,0.14,72.58,S,07/15/2020,0.51,252.40,179.82,Short,
CCL Jul 17 '20 $18 Call,25,07/15/2020,0.37,937.91,S,07/15/2020,0.45,1112.02,174.11,Short,
CCL Jul 17 '20 $18 Call,25,07/15/2020,0.14,362.91,S,07/15/2020,0.45,1112.02,749.11,Short,
CCL Jul 17 '20 $18 Call,5,07/15/2020,0.42,212.58,OX,07/18/2020,0.00,0.00,-212.58,Short,
CCL Jul 17 '20 $18 Call,5,07/15/2020,0.42,212.58,OX,07/18/2020,0.00,0.00,-212.58,Short,
CCL Jul 17 '20 $18 Call,40,07/15/2020,0.43,1740.66,OX,07/18/2020,0.00,0.00,-1740.66,Short,
CCL Jul 17 '20 $20 Call,100,07/10/2020,0.14,1451.64,OX,07/18/2020,0.00,0.00,-1451.64,Short,
CRM May 15 '20 $165 Call,10,04/29/2020,2.92,2925.16,S,04/29/2020,3.25,3244.74,319.58,Short,
CRM May 15 '20 $165 Call,10,04/30/2020,4.46,4465.16,S,05/04/2020,2.35,2344.76,-2120.40,Short,
CRM May 22 '20 $175 Call,20,05/14/2020,1.60,3210.33,S,05/15/2020,1.60,3189.56,-20.77,Short,
CRM Jun 19 '20 $190 Call,6,06/01/2020,1.57,945.10,S,06/01/2020,1.50,896.87,-48.23,Short,
CRM Jun 19 '20 $190 Call,11,06/01/2020,1.56,1721.68,S,06/01/2020,1.50,1644.26,-77.42,Short,
CRM Jun 19 '20 $190 Call,2,06/01/2020,1.55,311.03,S,06/01/2020,1.50,298.96,-12.08,Short,
CRM Jun 19 '20 $190 Call,11,06/01/2020,1.55,1710.68,S,06/01/2020,1.50,1644.26,-66.42,Short,
CRM Jun 19 '20 $190 Call,10,05/26/2020,3.50,3505.16,S,06/01/2020,1.35,1344.79,-2160.38,Short,
CRM Jun 19 '20 $190 Call,10,05/29/2020,1.10,1105.16,S,06/01/2020,1.35,1344.79,239.62,Short,
CRM Jun 19 '20 $190 Call,10,05/27/2020,1.83,1835.16,S,06/01/2020,1.35,1344.79,-490.38,Short,
CRM Jun 19 '20 $190 Call,3,06/01/2020,1.55,466.55,S,06/10/2020,1.21,361.44,-105.11,Short,
CRM Jun 19 '20 $190 Call,3,06/01/2020,1.58,475.55,S,06/10/2020,1.21,361.44,-114.11,Short,
CRM Jun 19 '20 $190 Call,1,06/01/2020,1.50,150.52,S,06/10/2020,1.21,120.48,-30.04,Short,
CRM Jun 19 '20 $190 Call,5,06/01/2020,1.58,792.58,S,06/10/2020,1.21,602.39,-190.19,Short,
CRM Jun 19 '20 $190 Call,14,06/01/2020,1.55,2177.23,S,06/10/2020,1.21,1686.70,-490.52,Short,
CRM Jun 19 '20 $190 Call,31,06/02/2020,0.80,2496.01,S,06/10/2020,1.21,3734.85,1238.84,Short,
CRM Jun 19 '20 $190 Call,1,06/01/2020,1.57,157.52,S,06/10/2020,1.21,120.48,-37.04,Short,
CRM Jun 19 '20 $190 Call,2,06/01/2020,1.58,317.03,S,06/10/2020,1.21,240.96,-76.07,Short,
CRM Jun 19 '20 $190 Call,2,06/01/2020,1.58,317.03,S,06/10/2020,1.22,242.96,-74.07,Short,
CRM Jul 02 '20 $192.50 Call,16,06/18/2020,3.65,5848.26,S,06/18/2020,3.61,5767.58,-80.68,Short,
CRM Jul 02 '20 $192.50 Call,2,06/18/2020,3.65,731.03,S,06/18/2020,3.60,718.95,-12.09,Short,
CRM Jul 02 '20 $192.50 Call,2,06/18/2020,3.65,731.03,S,06/18/2020,3.60,718.95,-12.09,Short,
CRM Jul 02 '20 $192.50 Call,2,06/18/2020,3.20,641.03,S,06/18/2020,3.35,668.95,27.92,Short,
CRM Jul 02 '20 $192.50 Call,18,06/18/2020,3.20,5769.30,S,06/18/2020,3.36,6038.54,269.24,Short,
CRM Jul 02 '20 $192.50 Call,5,06/18/2020,3.60,1802.58,S,06/22/2020,4.00,1997.36,194.78,Short,
CRM Jul 02 '20 $192.50 Call,2,06/18/2020,3.60,721.03,S,06/22/2020,4.00,798.95,77.91,Short,
CRM Jul 02 '20 $192.50 Call,3,06/18/2020,3.60,1081.55,S,06/22/2020,4.00,1198.42,116.87,Short,
CRM Jul 02 '20 $192.50 Call,10,06/18/2020,3.60,3605.16,S,06/22/2020,4.00,3994.73,389.56,Short,
CRM Jul 02 '20 $195 Call,18,06/22/2020,3.15,5679.30,S,06/23/2020,3.20,5750.54,71.25,Short,
CRM Jul 02 '20 $195 Call,2,06/22/2020,3.15,631.03,S,06/23/2020,3.20,638.95,7.92,Short,
CRM Jul 31 '20 $195 Call,5,07/29/2020,0.64,322.58,S,07/29/2020,1.38,687.39,364.81,Short,
CRM Jul 31 '20 $195 Call,2,07/29/2020,0.90,181.03,S,07/29/2020,1.38,274.96,93.92,Short,
CRM Jul 31 '20 $195 Call,8,07/29/2020,0.90,724.13,S,07/29/2020,1.75,1395.82,671.69,Short,
CRM Jul 31 '20 $195 Call,15,07/30/2020,0.59,892.75,S,07/30/2020,0.77,1147.20,254.45,Short,
CRM Jul 31 '20 $195 Call,15,07/30/2020,0.59,892.75,S,07/30/2020,0.60,892.20,-0.54,Short,
CRM Jul 31 '20 $195 Call,10,07/29/2020,1.59,1595.16,S,07/30/2020,0.26,254.81,-1340.35,Short,
CRM Jul 31 '20 $195 Call,10,07/30/2020,0.70,705.16,S,07/30/2020,0.26,254.81,-450.35,Short,
CRM Jul 31 '20 $200 Call,20,07/27/2020,0.40,810.33,S,07/28/2020,0.26,509.62,-300.71,Short,
CRM Jul 31 '20 $200 Call,2,07/22/2020,0.90,181.03,S,07/28/2020,0.26,50.96,-130.07,Short,
CRM Jul 31 '20 $200 Call,1,07/22/2020,0.90,90.52,S,07/28/2020,0.26,25.48,-65.04,Short,
CRM Jul 31 '20 $200 Call,1,07/22/2020,0.90,90.52,S,07/28/2020,0.26,25.48,-65.04,Short,
CRM Jul 31 '20 $200 Call,1,07/22/2020,0.90,90.52,S,07/28/2020,0.26,25.48,-65.04,Short,
CRM Jul 31 '20 $200 Call,3,07/22/2020,0.90,271.55,S,07/28/2020,0.26,76.44,-195.11,Short,
CRM Jul 31 '20 $200 Call,2,07/22/2020,0.90,181.03,S,07/28/2020,0.26,50.96,-130.07,Short,
CRM Jul 31 '20 $200 Call,10,07/20/2020,1.95,1955.16,S,07/28/2020,0.26,254.81,-1700.35,Short,
CRM Aug 07 '20 $210 Call,10,08/04/2020,0.41,415.14,S,08/06/2020,1.15,1144.82,729.68,Short,
CRM Aug 07 '20 $210 Call,10,08/04/2020,0.37,375.14,S,08/06/2020,1.15,1144.82,769.68,Short,
CRM Aug 07 '20 $210 Call,20,08/03/2020,0.87,1750.33,S,08/06/2020,1.10,2189.63,439.31,Short,
CRM Aug 14 '20 $210 Call,9,08/03/2020,0.92,832.65,S,08/03/2020,1.80,1615.30,782.65,Short,
CRM Aug 14 '20 $210 Call,1,08/03/2020,0.92,92.52,S,08/03/2020,1.80,179.48,86.96,Short,
CRM Aug 14 '20 $210 Call,10,08/03/2020,0.79,795.16,S,08/03/2020,2.43,2424.76,1629.60,Short,
CRM Aug 14 '20 $210 Call,2,08/03/2020,0.92,185.03,S,08/03/2020,2.43,484.95,299.92,Short,
CRM Aug 14 '20 $210 Call,1,08/03/2020,0.92,92.52,S,08/03/2020,2.43,242.48,149.96,Short,
CRM Aug 14 '20 $210 Call,7,08/03/2020,1.00,703.61,S,08/03/2020,2.43,1697.33,993.72,Short,
CRM Aug 14 '20 $210 Call,30,08/10/2020,0.30,915.42,OX,08/15/2020,0.00,0.00,-915.42,Short,
CRM Aug 14 '20 $210 Call,30,08/10/2020,0.20,615.42,OX,08/15/2020,0.00,0.00,-615.42,Short,
CRM Aug 14 '20 $210 Call,40,08/11/2020,0.15,620.56,OX,08/15/2020,0.00,0.00,-620.56,Short,
CRM Aug 21 '20 $205 Call,10,08/17/2020,0.54,545.14,S,08/18/2020,2.15,2144.79,1599.65,Short,
CRM Aug 21 '20 $205 Call,10,08/17/2020,0.54,545.14,S,08/19/2020,2.40,2394.79,1849.65,Short,
CRM Aug 21 '20 $207.50 Call,10,08/19/2020,1.65,1655.14,S,08/19/2020,1.55,1544.81,-110.33,Short,
CRM Sep 11 '20 $300 Call,10,09/01/2020,2.93,2935.14,S,09/01/2020,3.70,3694.76,759.62,Short,
CSCO Apr 17 '20 $40 Call,50,03/26/2020,1.25,6275.82,S,03/26/2020,1.65,8223.90,1948.08,Short,
CSCO May 29 '20 $45.50 Call,50,05/13/2020,0.53,2675.82,S,05/14/2020,0.80,3973.99,1298.17,Short,
CSCO Jul 17 '20 $48.50 Call,100,07/09/2020,0.20,2051.64,OX,07/18/2020,0.00,0.00,-2051.64,Short,
CSCO Aug 21 '20 $51 Call,100,08/03/2020,0.23,2351.64,OX,08/22/2020,0.00,0.00,-2351.64,Short,
CSPR Aug 21 '20 $10 Call,15,08/04/2020,0.50,757.71,S,08/07/2020,0.70,1042.24,284.53,Short,
CSPR Aug 21 '20 $10 Call,2,08/04/2020,0.50,101.03,S,08/07/2020,0.70,138.97,37.94,Short,
CSPR Aug 21 '20 $10 Call,12,08/04/2020,0.50,606.17,S,08/10/2020,0.79,941.79,335.62,Short,
CSPR Aug 21 '20 $10 Call,1,08/04/2020,0.50,50.51,S,08/10/2020,0.79,78.48,27.97,Short,
CVS Aug 14 '20 $69 Call,30,08/04/2020,0.35,1065.42,OX,08/15/2020,0.00,0.00,-1065.42,Short,
CVS Aug 14 '20 $69 Call,30,08/05/2020,0.23,705.42,OX,08/15/2020,0.00,0.00,-705.42,Short,
CVS Aug 14 '20 $69 Call,40,08/05/2020,0.15,620.56,OX,08/15/2020,0.00,0.00,-620.56,Short,
CVS Aug 14 '20 $69 Call,100,08/10/2020,0.06,651.39,OX,08/15/2020,0.00,0.00,-651.39,Short,
CVS Aug 28 '20 $65 Call,30,08/24/2020,0.22,675.42,OX,08/29/2020,0.00,0.00,-675.42,Short,
DAL Jun 05 '20 $27 Call,6,05/26/2020,0.55,333.10,S,05/26/2020,0.61,362.88,29.78,Short,
DAL Jun 05 '20 $27 Call,14,05/26/2020,0.55,777.23,S,05/26/2020,0.61,846.72,69.49,Short,
DAL Jun 05 '20 $27 Call,24,05/26/2020,0.55,1332.39,S,05/26/2020,0.61,1451.53,119.13,Short,
DAL Jun 05 '20 $27 Call,5,05/26/2020,0.55,277.58,S,05/26/2020,0.61,302.40,24.82,Short,
DAL Jun 05 '20 $27 Call,42,05/26/2020,0.55,2331.69,S,05/26/2020,0.61,2540.17,208.48,Short,
DAL Jun 05 '20 $27 Call,7,05/26/2020,0.55,388.61,S,05/26/2020,0.61,423.36,34.75,Short,
DAL Jun 05 '20 $27 Call,2,05/26/2020,0.55,111.03,S,05/26/2020,0.61,120.96,9.93,Short,
